mots,occurrences
franc,5
france,4
loi,4
compatriote,3
pays,3
uni,3
rendez,3
paix,3
aimer,2
fraternité,2
europe,2
reprendre,2
souhaiter,2
main,2
part,2
pauvre,2
jour,2
peuple,2
politique,2
temps,2
année,2
voeu,2
vouloir,2
social,2
venir,2
soir,1
fêter,1
nouveau,1
pensée,1
invite,1
âgé,1
malade,1
famill,1
séparer,1
frappe,1
durement,1
victime,1
chômage,1
pauvreter,1
nature,1
accabler,1
rôle,1
croire,1
exprimer,1
manque,1
liberté,1
plaire,1
discuter,1
opposer,1
forme,1
voeux,1
simplement,1
mieux,1
raison,1
avenir,1
désirer,1
réfléchir,1
proposer,1
atomique,1
grand,1
puissance,1
monde,1
décider,1
falloir,1
veiller,1
équilibre,1
nécessaire,1
échouer,1
surarmement,1
bel,1
gagner,1
reagan,1
gorbatchev,1
réussir,1
dégager,1
route,1
prêter,1
signe,1
sagesse,1
espoir,1
guère,1
emporter,1
haine,1
creuser,1
développer,1
oublier,1
décembre,1
élever,1
etat,1
communauté,1
tomber,1
faire,1
million,1
humain,1
marche,1
histoire,1
suppos,1
mobilisation,1
immédiat,1
force,1
autour,1
volonté,1
dirigeant,1
européen,1
montrer,1
ardemment,1
donne,1
élan,1
saura,1
échéance,1
tenir,1
fixer,1
élection,1
présidentiel,1
acte,1
majeur,1
commune,1
français,1
prononcer,1
clairement,1
choix,1
essentiel,1
esprit,1
tolérance,1
établir,1
liste,1
candidat,1
charger,1
observer,1
religion,1
effort,1
initiative,1
création,1
concours,1
jeuness,1
passer,1
savoir,1
formation,1
culture,1
républiqu,1
démocrati,1
économique,1
signifier,1
responsabilité,1
travail,1
justement,1
partager,1
solidarité,1
national,1
protection,1
droit,1
exister,1
métropole,1
exclure,1
laisser,1
compte,1
bientôt,1
défendre,1
respecter,1
devoir,1
prémunir,1
témoigner,1
unité,1
profond,1
abandon,1
principe,1
jamais,1
renier,1
propre,1
conviction,1
mois,1
prévoir,1
connaître,1
confiance,1
aider,1
bon,1
